timestamp,date,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
1574611200000,2019-11-24T16:00:00.000Z,6983.23000000,7113.00000000,6912.00000000,7028.78000000,17389.63622300,1574625599999,122167141.31355500,100118,8691.69699600,61035583.44254019
1574625600000,2019-11-24T20:00:00.000Z,7028.78000000,7087.00000000,6861.00000000,6903.28000000,11132.59083800,1574639999999,77814532.73931084,72716,5396.93921800,37739420.65824370
1574640000000,2019-11-25T00:00:00.000Z,6900.23000000,6941.68000000,6615.00000000,6713.49000000,15635.45411000,1574647199999,106515109.25198345,83954,7213.01109000,49164379.24857594
1574654400000,2019-11-25T04:00:00.000Z,6717.21000000,6730.00000000,6515.00000000,6672.01000000,23746.99564600,1574668799999,157274792.94985984,153779,11042.81141400,73134198.83989725
1574668800000,2019-11-25T08:00:00.000Z,6671.70000000,6988.00000000,6632.98000000,6879.02000000,21370.86943900,1574683199999,145385358.36354674,129009,10820.99844600,73642135.59087110
1574683200000,2019-11-25T12:00:00.000Z,6879.02000000,7285.22000000,6870.66000000,7252.95000000,35324.53265200,1574697599999,252451159.92255229,159148,19319.58293500,138099061.87584681
1574697600000,2019-11-25T16:00:00.000Z,7253.25000000,7377.69000000,7147.34000000,7192.70000000,15259.53155300,1574711999999,110492423.97305461,90358,7705.83697300,55813008.81716322
1574712000000,2019-11-25T20:00:00.000Z,7192.87000000,7241.44000000,7090.17000000,7109.57000000,8308.35179700,1574726399999,59509613.84390998,63473,4431.15275500,31737659.69330952
1574726400000,2019-11-26T00:00:00.000Z,7109.99000000,7245.88000000,7051.00000000,7245.85000000,9114.02050100,1574740799999,65144383.81352860,67896,4710.12794400,33674738.54551202
1574740800000,2019-11-26T04:00:00.000Z,7245.83000000,7340.00000000,7126.00000000,7176.35000000,14093.25848300,1574755199999,101858719.08504351,84304,6859.86842200,49582434.28030260
1574755200000,2019-11-26T08:00:00.000Z,7176.32000000,7270.00000000,7021.64000000,7170.52000000,13992.26655300,1574769599999,99999911.26420119,83299,7172.00951800,51278511.56440598
1574769600000,2019-11-26T12:00:00.000Z,7170.41000000,7220.00000000,7017.48000000,7095.34000000,12427.66282300,1574783999999,88213565.89332613,86419,6380.04369400,45314261.96551207
1574784000000,2019-11-26T16:00:00.000Z,7097.48000000,7149.25000000,7030.94000000,7076.69000000,9467.76683600,1574798399999,67151436.26923328,63852,4645.83532300,32951455.07194342
1574798400000,2019-11-26T20:00:00.000Z,7076.96000000,7178.71000000,7064.00000000,7156.14000000,6627.42249400,1574812799999,47234460.58734814,48163,3533.46504000,25183817.69345755
1574812800000,2019-11-27T00:00:00.000Z,7154.75000000,7177.76000000,7044.00000000,7071.27000000,5949.80268000,1574827199999,42380880.67292760,53066,3118.82054600,22226697.01725048
1574827200000,2019-11-27T04:00:00.000Z,7071.66000000,7120.60000000,7034.00000000,7069.40000000,6983.36576000,1574841599999,49367923.38846318,58535,3563.25088600,25190098.40176841
1574841600000,2019-11-27T08:00:00.000Z,7069.40000000,7168.76000000,6840.00000000,7147.74000000,22439.05356100,1574855999999,156311262.14474658,127032,10870.95267600,75781529.22312380
1574856000000,2019-11-27T12:00:00.000Z,7147.85000000,7366.00000000,7118.00000000,7305.58000000,19760.26807400,1574870399999,143371435.89508067,113373,10541.54991100,76510646.37255240
1574870400000,2019-11-27T16:00:00.000Z,7304.22000000,7654.33000000,7210.09000000,7563.81000000,27234.65470300,1574884799999,204055073.68205017,150627,14060.05373800,105410076.52111419
1574884800000,2019-11-27T20:00:00.000Z,7563.85000000,7655.00000000,7475.00000000,7508.52000000,10085.72871200,1574899199999,76160033.38628264,79422,4903.40098700,37045092.64734808
1574899200000,2019-11-28T00:00:00.000Z,7507.90000000,7569.19000000,7462.05000000,7489.17000000,6345.59725900,1574913599999,47707888.13432562,51167,3259.16706700,24505191.59488363
1574913600000,2019-11-28T04:00:00.000Z,7489.07000000,7544.65000000,7414.02000000,7494.57000000,8731.17928500,1574927999999,65339059.56365320,57727,4683.73487700,35059217.64391503
1574928000000,2019-11-28T08:00:00.000Z,7495.99000000,7541.27000000,7439.41000000,7479.54000000,9718.65109800,1574942399999,72697972.09433830,64148,4788.42108200,35821364.86664358
1574942400000,2019-11-28T12:00:00.000Z,7479.08000000,7640.49000000,7418.00000000,7609.28000000,12754.98851100,1574956799999,95818861.02327968,79435,6232.23616600,46813938.00972160
1574956800000,2019-11-28T16:00:00.000Z,7613.67000000,7643.00000000,7526.02000000,7608.44000000,10182.65403100,1574971199999,77249444.62650211,67181,5735.86756800,43523278.51403203
1574971200000,2019-11-28T20:00:00.000Z,7608.01000000,7622.67000000,7360.00000000,7419.49000000,9200.91092500,1574985599999,68759489.50350182,69295,4177.28219200,31231975.36249343
1574985600000,2019-11-29T00:00:00.000Z,7418.52000000,7517.54000000,7362.30000000,7488.05000000,6757.36013100,1574999999999,50406676.22862017,48054,3556.96301900,26532377.22648407
