timestamp,open,high,low,close,volume
1638489600000,0.70867,0.7087,0.70623,0.70694,13174.6899
1638504000000,0.70693,0.70823,0.70604,0.7065,12630.3801
1638518400000,0.7065,0.70677,0.70477,0.70599,22771.3901
1638532800000,0.706,0.70897,0.70129,0.70151,49950.9497
1638547200000,0.70149,0.70258,0.69968,0.69971,31681.1201
1638561600000,0.69971,0.70045,0.69926,0.69951,7524.7998
1638734400000,0.69978,0.70199,0.69978,0.70167,3177.2101
1638748800000,0.70168,0.7026,0.7006,0.70199,12649.0503
1638763200000,0.70198,0.70249,0.70095,0.7014,12036.3403
1638777600000,0.70142,0.70403,0.70139,0.70363,19624.3096
1638792000000,0.70364,0.70541,0.70311,0.70466,25351.6299
1638806400000,0.70468,0.70512,0.70402,0.70415,16512.25
1638820800000,0.70414,0.70541,0.70391,0.70483,5252.6399
1638835200000,0.70482,0.70703,0.70391,0.70647,14280.1201
1638849600000,0.70648,0.70927,0.70648,0.70915,11918.2502
1638864000000,0.70915,0.71053,0.70817,0.71009,21850.8899
1638878400000,0.71009,0.71182,0.70877,0.71154,24522.7002
1638892800000,0.71154,0.71223,0.71021,0.71152,12517.9399
1638907200000,0.71152,0.71239,0.71081,0.71217,6396.8301
1638921600000,0.7122,0.71423,0.7117,0.71358,14337.1399
1638936000000,0.71359,0.71393,0.71166,0.71282,12739.4799
1638950400000,0.71279,0.714,0.71172,0.71353,34485.0698
1638964800000,0.71354,0.71648,0.71263,0.71595,31959.6104
1638979200000,0.71593,0.71833,0.71568,0.7178,11450.45
1638993600000,0.71778,0.71789,0.71629,0.71682,6149.2201
1639008000000,0.71681,0.71705,0.71575,0.71652,7957.5299
1639022400000,0.71651,0.71864,0.71641,0.71676,9667.5402
1639036800000,0.71674,0.7172,0.71356,0.71403,18571.1404
1639051200000,0.71401,0.71564,0.71353,0.71424,19867.6602
1639065600000,0.71428,0.7154,0.71409,0.71437,12722.0101
1639080000000,0.71438,0.71501,0.71391,0.71458,5906.5601
1639094400000,0.71458,0.71613,0.71316,0.71564,12664.9299
1639108800000,0.71564,0.71566,0.71412,0.71498,12576.9598
1639123200000,0.71495,0.71577,0.71442,0.71543,14234.97
1639137600000,0.71542,0.71819,0.71455,0.71676,29393.4299
1639152000000,0.71676,0.71817,0.71586,0.71681,9340.67
1639166400000,0.7168,0.71726,0.71661,0.71671,2296.47
1639339200000,0.71584,0.71718,0.71574,0.7165,3368.97
1639353600000,0.71649,0.71723,0.71605,0.71714,8006.4401
1639368000000,0.71715,0.71757,0.71454,0.715,7794.5702
1639382400000,0.71501,0.71523,0.71261,0.71376,15466.23
1639396800000,0.71376,0.71442,0.71101,0.71137,25410.1199
1639411200000,0.71137,0.71381,0.71102,0.7138,10179.9801
1639425600000,0.71378,0.71383,0.71252,0.71306,6935.2999
1639440000000,0.71306,0.71323,0.70895,0.70974,9351.5601
1639454400000,0.70974,0.7126,0.70966,0.71203,8559.55
1639468800000,0.71203,0.71349,0.71148,0.71341,17421.9502
1639483200000,0.71342,0.71351,0.71067,0.71161,25177.7295
1639497600000,0.7116,0.71216,0.71011,0.7105,10031.7399
1639512000000,0.71051,0.71085,0.70967,0.71033,5692.26
1639526400000,0.71035,0.7112,0.7102,0.71077,8003.7201
1639540800000,0.7108,0.71259,0.71071,0.71193,7834.7101
1639555200000,0.71193,0.71353,0.71193,0.71292,13820.6902
1639569600000,0.71292,0.71509,0.71092,0.71224,24633.4099
1639584000000,0.71226,0.71501,0.70915,0.71424,38100.3301
1639598400000,0.71428,0.71771,0.71383,0.71659,18465.83
1639612800000,0.7166,0.71809,0.7145,0.71559,20295.0103
1639627200000,0.71561,0.71768,0.71499,0.71732,16096.2002
1639641600000,0.71732,0.7209,0.71705,0.72073,20907.1501
1639656000000,0.72071,0.72233,0.71842,0.71899,37464.501
1639670400000,0.719,0.71947,0.71678,0.71711,13641.25
1639684800000,0.71712,0.71843,0.71674,0.71749,10093.3801
1639699200000,0.71748,0.71814,0.71593,0.71606,11826.0203
1639713600000,0.71606,0.71755,0.71522,0.71585,14582.9902
1639728000000,0.71584,0.71746,0.71483,0.71576,24215.4307
1639742400000,0.71579,0.71653,0.71358,0.71513,27211.3403
1639756800000,0.71512,0.71579,0.71333,0.71347,17255.8699
1639771200000,0.71344,0.71384,0.71217,0.71217,6168.8699
1639944000000,0.71271,0.71323,0.71086,0.71159,3451.0401
1639958400000,0.7116,0.71262,0.7111,0.71142,15805.6802
1639972800000,0.71142,0.71178,0.70817,0.7092,18051.0796
1639987200000,0.70924,0.71139,0.70833,0.71102,27235.1001
1640001600000,0.71102,0.71272,0.71017,0.71083,35618.7998
1640016000000,0.71083,0.7122,0.71058,0.71098,20000.0198
1640030400000,0.71098,0.71129,0.71028,0.71088,8085.8301
1640044800000,0.71088,0.71196,0.70981,0.71116,11063.1902
1640059200000,0.71117,0.7124,0.71079,0.71113,10661.9402
1640073600000,0.71113,0.71371,0.71086,0.71326,16307.3999
1640088000000,0.71328,0.71405,0.71258,0.71321,16150.8198
1640102400000,0.71323,0.71557,0.71307,0.71535,9457.8601
1640116800000,0.71534,0.71557,0.71401,0.71471,3905.5801
1640131200000,0.7147,0.71543,0.71297,0.71307,9177.2999
1640145600000,0.71307,0.71402,0.71202,0.71397,7116.3199
1640160000000,0.71396,0.71659,0.71367,0.71623,14623.8799
1640174400000,0.71622,0.72083,0.71622,0.72023,20014.7898
1640188800000,0.72025,0.72198,0.7201,0.72145,8635.03
1640203200000,0.72145,0.72197,0.71853,0.72115,5579.36
1640217600000,0.72113,0.72191,0.71956,0.72045,7849.2499
1640232000000,0.72043,0.72291,0.72041,0.72247,5924.0599
1640246400000,0.72248,0.72445,0.72246,0.72393,12639.8801
1640260800000,0.72394,0.72436,0.72201,0.72427,20694.73
1640275200000,0.72426,0.72513,0.72307,0.72481,7711.8101
1640289600000,0.72481,0.72493,0.72309,0.72315,6741.9999
1640304000000,0.72316,0.72398,0.72257,0.72263,10877.5698
1640318400000,0.72264,0.72365,0.72261,0.72345,3293.6299
1640332800000,0.72344,0.72434,0.72328,0.72348,14098.6903
1640347200000,0.72348,0.72356,0.72208,0.72227,23472.0498
1640361600000,0.72225,0.72315,0.72158,0.72251,11074.0098
1640376000000,0.72251,0.72341,0.72129,0.72159,369.01
1640548800000,0.72255,0.72373,0.72181,0.72291,1517.58
1640563200000,0.72291,0.72413,0.72253,0.72383,5350.4401
1640577600000,0.72383,0.7239,0.72205,0.72274,6890.2101
1640592000000,0.72275,0.72306,0.72051,0.72152,9324.2299
1640606400000,0.72151,0.72428,0.72093,0.72371,12615.9602
1640620800000,0.72372,0.72414,0.7231,0.72403,5070.83
1640635200000,0.724,0.72443,0.72267,0.7235,3618.4501
1640649600000,0.72353,0.72402,0.72284,0.72345,4831.39
1640664000000,0.72348,0.72463,0.72348,0.7236,5574.39
1640678400000,0.7236,0.72524,0.72349,0.72518,7920.4399
1640692800000,0.72516,0.72634,0.72183,0.72286,11563.41
1640707200000,0.72286,0.72349,0.72195,0.72292,7210.23
1640721600000,0.72296,0.7234,0.72185,0.72317,4197.87
1640736000000,0.72317,0.72355,0.72126,0.7231,7218.1802
