timestamp,open,high,low,close,volume
1575331200000,120.755,120.953,120.691,120.925,25889.02
1575345600000,120.924,120.96,120.782,120.839,18743.9099
1575360000000,120.839,120.945,120.444,120.54,60559.0117
1575374400000,120.54,120.57,120.278,120.29,70319.3096
1575388800000,120.289,120.376,120.244,120.304,36431.0601
1575403200000,120.306,120.421,120.306,120.416,19381.48
1575417600000,120.417,120.43,120.181,120.286,34367.4702
1575432000000,120.287,120.291,120.099,120.161,21771.28
1575446400000,120.165,120.491,120.123,120.288,47722.1699
1575460800000,120.288,120.81,120.278,120.643,66455.5186
1575475200000,120.644,120.712,120.525,120.623,30051.7202
1575489600000,120.625,120.638,120.564,120.614,17947.2002
1575504000000,120.611,120.716,120.554,120.667,27489.2495
1575518400000,120.666,120.69,120.562,120.65,22442.2795
1575532800000,120.647,120.879,120.626,120.762,37276.6494
1575547200000,120.762,120.888,120.599,120.636,45682.4805
1575561600000,120.635,120.743,120.612,120.698,30735.3208
1575576000000,120.697,120.824,120.687,120.729,17283.73
1575590400000,120.73,120.786,120.654,120.718,23091.2297
1575604800000,120.718,120.778,120.645,120.7,18940.8704
1575619200000,120.7,120.728,120.413,120.453,33337.3301
1575633600000,120.453,120.678,120.003,120.078,64674.2993
1575648000000,120.079,120.12,120.006,120.022,57358.7393
1575662400000,120.022,120.101,120.01,120.033,8905.48
1575835200000,120.104,120.173,120.061,120.136,6541.2198
1575849600000,120.135,120.135,119.999,120.027,19957.7297
1575864000000,120.027,120.14,120.021,120.136,16236.1899
1575878400000,120.136,120.149,119.992,120.107,26287.7998
1575892800000,120.107,120.229,120.09,120.207,29365.6406
1575907200000,120.207,120.268,120.117,120.182,22693.99
1575921600000,120.18,120.198,120.085,120.143,25377.1602
1575936000000,120.142,120.275,120.116,120.223,18886.8101
1575950400000,120.223,120.271,120.182,120.25,13898.3
1575964800000,120.25,120.347,120.189,120.34,40542.4893
1575979200000,120.341,120.553,120.223,120.548,50166.1406
1575993600000,120.549,120.648,120.469,120.636,39404.8003
1576008000000,120.637,120.76,120.553,120.651,29356.6597
1576022400000,120.651,120.675,120.519,120.62,21733.8706
1576036800000,120.62,120.624,120.487,120.511,13826.5
1576051200000,120.511,120.562,120.392,120.461,37171.6006
1576065600000,120.461,120.631,120.372,120.488,37755.7495
1576080000000,120.489,120.864,120.474,120.863,37253.6299
1576094400000,120.865,120.927,120.793,120.849,24309.7395
1576108800000,120.848,121.002,120.756,120.98,22693.3899
1576123200000,120.982,121.042,120.947,120.993,15549.9299
1576137600000,120.995,121.009,120.892,120.937,33919.981
1576152000000,120.936,121.509,120.866,121.506,81272.731
1576166400000,121.505,121.548,121.267,121.501,54531.5908
1576180800000,121.503,122.581,121.417,122.349,55479.0195
1576195200000,122.351,122.519,122.153,122.487,62712.499
1576209600000,122.485,122.497,122.348,122.403,44586.1699
1576224000000,122.402,122.648,122.394,122.544,62226.1299
1576238400000,122.544,122.638,121.655,121.687,94573.8398
1576252800000,121.687,121.701,121.459,121.565,38023.6899
1576267200000,121.567,121.6,121.488,121.562,9785.28
1576440000000,121.59,121.783,121.59,121.678,13829.8499
1576454400000,121.679,121.784,121.651,121.784,29140.72
1576468800000,121.784,121.98,121.747,121.932,24506.9004
1576483200000,121.932,121.995,121.769,121.978,39162.6201
1576497600000,121.976,122.187,121.913,122.088,34142.8105
