timestamp,open,high,low,close,volume
1575316800000,1.29434,1.29487,1.29345,1.29393,8362.73
1575331200000,1.29392,1.29407,1.29302,1.29385,9098.4698
1575345600000,1.29386,1.29666,1.29373,1.29653,12945.8
1575360000000,1.29653,1.29968,1.29648,1.29934,34419.1104
1575374400000,1.29934,1.30095,1.29751,1.29923,38153.7397
1575388800000,1.29924,1.30115,1.29917,1.29927,15943.1899
1575403200000,1.29928,1.30002,1.2988,1.29965,13439.8899
1575417600000,1.29966,1.30028,1.29918,1.29992,12656.3102
1575432000000,1.29993,1.30001,1.29822,1.2995,13740.6802
1575446400000,1.29947,1.30629,1.29925,1.30576,37984.1802
1575460800000,1.30578,1.31204,1.30571,1.31092,49242.3203
1575475200000,1.31092,1.31126,1.30868,1.30986,18970.03
1575489600000,1.30988,1.31111,1.30949,1.31086,7678.0302
1575504000000,1.31088,1.31184,1.31057,1.31152,12627.1401
1575518400000,1.31151,1.31435,1.3105,1.31359,15946.9094
1575532800000,1.31362,1.31475,1.31245,1.31346,28138.7007
1575547200000,1.31348,1.31588,1.31253,1.31552,32935.0205
1575561600000,1.31552,1.31654,1.31467,1.31607,20799.6799
1575576000000,1.31606,1.31662,1.31532,1.31574,10959.8501
1575590400000,1.31576,1.31623,1.31526,1.31601,11091.0801
1575604800000,1.31599,1.3165,1.31457,1.31558,12254.9302
1575619200000,1.3156,1.31597,1.3111,1.31313,26915.02
1575633600000,1.31311,1.31499,1.31018,1.31047,40232.4795
1575648000000,1.31045,1.31413,1.31003,1.31371,16822.6702
1575662400000,1.31371,1.31428,1.31299,1.31319,5697.7
1575835200000,1.3134,1.31414,1.31327,1.31379,4257.0801
1575849600000,1.31378,1.31501,1.31377,1.31431,12386.4102
1575864000000,1.3143,1.31804,1.31426,1.31697,15393.62
1575878400000,1.31697,1.31765,1.31503,1.31695,24605.0596
1575892800000,1.31695,1.31755,1.31356,1.31549,28323.98
1575907200000,1.31549,1.31585,1.31429,1.3146,19932.23
1575921600000,1.31461,1.3151,1.3133,1.31453,8864.5599
1575936000000,1.31452,1.31553,1.3143,1.31505,9024.37
1575950400000,1.31506,1.31637,1.31381,1.31401,10747.04
1575964800000,1.31402,1.31896,1.31322,1.31754,35318.8105
1575979200000,1.31754,1.31811,1.31545,1.31702,34438.0693
1575993600000,1.31702,1.32151,1.31662,1.32039,22326.4604
1576008000000,1.32035,1.32067,1.31067,1.31287,23474.3103
1576022400000,1.31287,1.3139,1.31269,1.3137,13487.4695
1576036800000,1.3137,1.31466,1.31131,1.31152,16748.71
1576051200000,1.31151,1.3159,1.31114,1.31501,33557.9502
1576065600000,1.31501,1.31863,1.3141,1.31763,29699.8999
1576080000000,1.31763,1.32074,1.31675,1.32069,23666.48
1576094400000,1.3207,1.32136,1.31893,1.31992,15450.0898
1576108800000,1.31992,1.3229,1.31991,1.32228,12921.4102
1576123200000,1.32229,1.32229,1.32055,1.32203,10764.7898
1576137600000,1.32202,1.32202,1.31502,1.31809,34116.3203
1576152000000,1.31807,1.31811,1.31093,1.31204,59050.9487
1576166400000,1.31209,1.31419,1.30503,1.31348,48460.6299
1576180800000,1.31349,1.35149,1.31312,1.34728,42460.9697
1576195200000,1.34728,1.35075,1.34468,1.3478,26483.3301
1576209600000,1.34781,1.34824,1.34135,1.34158,32955.8293
1576224000000,1.3416,1.34294,1.33572,1.33879,54468.75
1576238400000,1.33879,1.3395,1.33053,1.33422,69965.5205
1576252800000,1.33425,1.33571,1.33147,1.33385,37468.0508
1576267200000,1.33386,1.33448,1.33255,1.33266,7961.27
1576440000000,1.33349,1.33544,1.33348,1.33532,9463.8699
1576454400000,1.33532,1.33982,1.33506,1.33899,17904.3604
1576468800000,1.33897,1.34218,1.33816,1.33898,19903.1099
1576483200000,1.33898,1.33898,1.33228,1.33713,41165.0801
1576497600000,1.33713,1.33793,1.33241,1.33329,37907.46
1576512000000,1.33332,1.33505,1.33209,1.33503,23425.8301
1576526400000,1.335,1.33537,1.32351,1.3267,19086.8904
1576540800000,1.32672,1.32969,1.32626,1.32964,20746.8699
1576555200000,1.32965,1.33006,1.32497,1.32534,20851.8298
1576569600000,1.32534,1.32629,1.31555,1.32067,54608.3496
1576584000000,1.32067,1.32102,1.31315,1.31372,54045.54
1576598400000,1.31376,1.31443,1.3099,1.31191,29278.7205
1576612800000,1.31194,1.31387,1.31159,1.31217,18101.6597
1576627200000,1.31218,1.31218,1.3072,1.31008,33874.8105
1576641600000,1.3101,1.31289,1.30831,1.30901,28136.1099
1576656000000,1.30901,1.31265,1.30767,1.30974,49479.8096
1576670400000,1.30975,1.3101,1.30594,1.30735,49463.4111
1576684800000,1.30732,1.30888,1.30625,1.30844,29583.8599
1576699200000,1.30843,1.30878,1.30697,1.30842,13769.6101
1576713600000,1.30842,1.309,1.3077,1.30859,14484.8401
1576728000000,1.30859,1.31201,1.30761,1.31131,19089.6501
1576742400000,1.3113,1.31276,1.30504,1.30696,36845.1499
1576756800000,1.30698,1.3133,1.30069,1.30259,67586.0898
1576771200000,1.30263,1.30418,1.29897,1.3012,40116.5103
1576785600000,1.3012,1.30231,1.29962,1.30167,15277.3901
1576800000000,1.30166,1.30224,1.30066,1.30219,12805.3198
1576814400000,1.30217,1.30372,1.30107,1.30145,14826.1802
1576828800000,1.30144,1.30489,1.30115,1.302,31041.8403
1576843200000,1.30201,1.30791,1.30164,1.30484,37268.7192
1576857600000,1.30484,1.30567,1.30055,1.30145,26191.3403
1576872000000,1.30146,1.30165,1.29783,1.29952,8518.8298
1577044800000,1.30019,1.30136,1.29856,1.30051,10892.7898
1577059200000,1.30053,1.30162,1.30017,1.30099,12920.26
1577073600000,1.30099,1.30241,1.30047,1.30184,12182.1104
1577088000000,1.30184,1.30317,1.29658,1.29814,29140.46
1577102400000,1.29817,1.2982,1.29045,1.29239,48143.1309
1577116800000,1.2924,1.29407,1.29087,1.29383,24702.3298
1577131200000,1.29383,1.29464,1.29289,1.29432,12677.54
1577145600000,1.29432,1.2947,1.29366,1.29441,13993.76
1577160000000,1.29442,1.2947,1.29215,1.29257,14564.0698
1577174400000,1.29262,1.29576,1.29221,1.29471,29711.8994
1577188800000,1.29472,1.2963,1.29407,1.29627,28245.7402
1577203200000,1.29629,1.29702,1.29521,1.29572,18012.9194
1577217600000,1.29573,1.29644,1.29085,1.29301,17414.5799
1577232000000,1.293,1.29591,1.29275,1.29524,1059.22
1577246400000,1.29524,1.29613,1.29305,1.29527,616.44
1577304000000,1.29542,1.29733,1.29498,1.29694,2525.3
1577318400000,1.29694,1.29983,1.2968,1.29851,14633.87
1577332800000,1.2985,1.29968,1.29831,1.29902,8680.5901
1577347200000,1.29903,1.29917,1.29596,1.29619,20771.8799
1577361600000,1.29617,1.29998,1.29617,1.29992,15661.6997
1577376000000,1.29992,1.30156,1.29961,1.30056,13750.2803
1577390400000,1.30057,1.30062,1.2985,1.30008,10648.62
1577404800000,1.30008,1.30037,1.2968,1.29996,18663.2295
1577419200000,1.29994,1.30396,1.29921,1.30379,18743.3699
1577433600000,1.30379,1.3079,1.30228,1.30782,33473.1499
1577448000000,1.3078,1.31169,1.30777,1.30932,34695.2998
1577462400000,1.30933,1.31013,1.30828,1.30946,19442.3201
1577476800000,1.30945,1.30945,1.30724,1.30758,5539.39
1577649600000,1.30848,1.30976,1.30576,1.30897,3517.2699
1577664000000,1.30894,1.31247,1.3089,1.31176,16158.0303
1577678400000,1.31176,1.31252,1.31013,1.31215,13600.6001
1577692800000,1.31206,1.31248,1.30854,1.31212,28901.75
1577707200000,1.31212,1.315,1.31082,1.31143,32868.0503
1577721600000,1.31149,1.31472,1.31119,1.3115,27925.2603
1577736000000,1.3115,1.31213,1.31018,1.31109,13131.2603
1577750400000,1.31107,1.31357,1.31104,1.3126,11104.02
1577764800000,1.31261,1.31382,1.31054,1.3138,10536.3499
1577779200000,1.3138,1.32107,1.31181,1.3209,44030.1504
1577793600000,1.3209,1.32489,1.31893,1.3243,41742.481
1577808000000,1.3243,1.3284,1.3228,1.32394,31641.95
1577822400000,1.32393,1.32671,1.32314,1.32559,5653.53
1577908800000,1.32463,1.32608,1.32457,1.32497,13073.3401
1577923200000,1.32497,1.32661,1.32023,1.32093,20809.98
1577937600000,1.32094,1.32294,1.32017,1.32193,24712.3599
1577952000000,1.32195,1.32304,1.31888,1.31996,30987.5596
1577966400000,1.31996,1.32125,1.31351,1.31889,103198.6001
1577980800000,1.31889,1.31892,1.31152,1.31289,42575.2402
1577995200000,1.31289,1.31477,1.31288,1.31467,14394.6401
1578009600000,1.31466,1.316,1.31228,1.31359,23322.7002
1578024000000,1.31358,1.31372,1.30825,1.3091,27490.4795
1578038400000,1.3091,1.31175,1.30531,1.30586,45014.7295
1578052800000,1.30586,1.31093,1.30539,1.30713,37416.8398
1578067200000,1.30712,1.30987,1.30692,1.30784,34621.0498
1578081600000,1.3079,1.30804,1.30705,1.30787,4479.3999
1578254400000,1.30808,1.30855,1.30633,1.30768,6450.51
