timestamp,open,high,low,close,volume
1638982800000,1782.455,1784.975,1782.295,1784.248,1.1015
1638986400000,1784.265,1785.328,1783.548,1784.458,1.2709
1638990000000,1784.438,1786.305,1784.258,1785.565,0.9321
1638993600000,1785.568,1786.728,1785.348,1785.515,1.008
1638997200000,1785.488,1785.698,1782.178,1782.728,0.5204
1639004400000,1782.368,1784.588,1782.358,1783.355,0.4911
1639008000000,1783.345,1785.458,1782.555,1784.618,0.6027
1639011600000,1784.655,1784.655,1782.408,1784.258,1.024
1639015200000,1784.238,1784.558,1782.065,1783.298,0.876
1639018800000,1783.258,1784.448,1782.708,1784.388,0.5929
1639022400000,1784.368,1785.988,1784.308,1785.775,0.7292
1639026000000,1785.765,1787.028,1785.308,1785.658,0.8609
1639029600000,1785.618,1786.565,1783.798,1783.855,0.773
1639033200000,1783.888,1786.988,1783.128,1786.075,1.2134
1639036800000,1786.088,1787.505,1782.548,1784.298,1.8412
1639040400000,1784.288,1785.598,1781.825,1782.758,1.5945
1639044000000,1782.748,1784.008,1781.128,1782.805,1.445
1639047600000,1782.805,1783.818,1779.348,1780.205,1.3931
1639051200000,1780.153,1780.158,1774.795,1776.265,1.9084
1639054800000,1776.265,1778.758,1773.678,1777.547,3.5053
1639058400000,1777.517,1783.008,1773.798,1776.655,3.215
1639062000000,1776.658,1780.288,1774.688,1779.485,2.5555
1639065600000,1779.415,1780.768,1774.848,1776.125,2.0328
1639069200000,1776.145,1778.505,1776.108,1776.918,1.1515
1639072800000,1776.968,1778.218,1773.138,1778.158,1.8359
1639076400000,1778.188,1778.208,1774.915,1775.968,0.8522
1639080000000,1775.988,1776.445,1775.188,1775.298,0.8326
1639083600000,1775.308,1775.738,1774.625,1774.938,0.4428
1639090800000,1774.665,1776.218,1774.665,1776.218,0.445
1639094400000,1776.218,1777.955,1775.978,1776.508,0.718
1639098000000,1776.558,1779.025,1775.418,1778.238,0.9233
1639101600000,1778.188,1779.545,1777.605,1777.778,0.8619
1639105200000,1777.788,1779.478,1777.645,1778.368,0.6328
1639108800000,1778.358,1779.32,1776.895,1777.955,0.7785
1639112400000,1777.915,1778.415,1776.958,1776.988,0.6812
1639116000000,1776.988,1777.518,1771.268,1773.468,1.5197
1639119600000,1773.468,1774.088,1771.348,1772.868,1.0844
1639123200000,1772.868,1773.245,1770.385,1771.518,1.6096
1639126800000,1771.498,1772.028,1769.968,1770.735,1.1379
1639130400000,1770.708,1771.678,1770.24,1771.075,0.9243
1639134000000,1771.058,1772.498,1770.435,1772.128,0.8513
1639137600000,1772.128,1773.688,1771.608,1773.448,1.1915
1639141200000,1773.448,1785.208,1772.118,1784.098,4.3782
1639144800000,1784.068,1789.398,1778.648,1779.998,4.5065
1639148400000,1779.905,1784.558,1778.901,1783.04,2.9517
1639152000000,1783.04,1786.368,1783.025,1784.525,1.8259
1639155600000,1784.535,1785.098,1782.678,1783.328,1.2452
1639159200000,1783.355,1784.938,1782.505,1782.711,1.1671
1639162800000,1782.678,1783.158,1781.275,1782.128,0.9623
1639166400000,1782.148,1783.105,1781.698,1782.665,0.6424
1639170000000,1782.665,1783.055,1781.928,1782.288,0.2713
1639350000000,1783.055,1784.298,1781.778,1783.098,0.8525
1639353600000,1783.095,1783.485,1782.348,1782.568,0.9359
1639357200000,1782.578,1786.818,1782.508,1786.648,1.6449
1639360800000,1786.658,1788.135,1785.378,1785.698,1.0608
1639364400000,1785.688,1786.438,1785.208,1785.888,0.7613
1639368000000,1785.888,1786.858,1785.465,1786.238,0.7228
1639371600000,1786.218,1786.695,1784.305,1784.815,0.9352
1639375200000,1784.825,1785.915,1783.915,1784.339,1.1324
1639378800000,1784.339,1786.048,1783.205,1785.318,1.0746
1639382400000,1785.528,1787.738,1785.315,1786.565,1.7297
1639386000000,1786.565,1786.785,1783.245,1785.308,1.4092
